Dex,Pokemon,Primary Type,Secondary Type,Level,Rarity,Sky,Light,Time,Weather,Biomes (Wiki),Anti-Biomes (Wiki),Structures,Anti-Structures,Base Blocks,Nearby Blocks,Moon Phase (Wiki),Anti-Moon Phase (Wiki),Presets,Gen #,Labels,Egg Groups,Spawn Weight,Context,Spawn ID,Species Archive,Spawn Directory,Species Directory
#0196,Espeon,Psychic,-----,28-53,Uncommon,CANNOT SEE,Any,Any,Any,Overworld,,,,,,,,Mansion,Gen 2,,Field,0.125,Grounded,espeon-4,generation2/espeon.json,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
#0677,Espurr,Psychic,-----,5-35,Uncommon,Any,Any,Any,Any,End,,,,,,,,Natural,Gen 6,,Field,8,Grounded,espurr-1,generation6/espurr.json,BCG x AllTheMons 1.2.0.zip,Cobblemon-fabric-1.5.2+1.20.1.jar
#0890,Eternatus,Poison,Dragon,70-100,Ultra-Rare,Any,Any,Any,Any,End,,,,,,,,"Natural, Wild",Gen 8,Legendary,Undiscovered,1,Grounded,eternatus-1,generation8/eternatus.json,BCG x AllTheMons 1.2.0.zip,Cobblemon-fabric-1.5.2+1.20.1.jar
#0530,Excadrill,Ground,Steel,5-31,Common,CANNOT SEE,Any,Any,Any,Overworld,Abyss,,,,,,,,Gen 5,,Field,0.91,Grounded,excadrill-1,generation5/excadrill.json,BCG x AllTheMons 1.2.0.zip,Cobblemon-fabric-1.5.2+1.20.1.jar
#0102,Exeggcute,Grass,Psychic,8-33,Common,Any,8 - 15,Any,Any,Jungle,,,,,,,,Natural,Gen 1,,Grass,1.8,Grounded,exeggcute-1,generation1/exeggcute.json,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
#0102,Exeggcute Alolan,Grass,Psychic,8-33,Uncommon,Any,8 - 15,Any,Any,"Beach, Tropical Island",Freezing,,,,,,,Natural,Gen 1,,Grass,9,Grounded,exeggcute-alola-2,generation1/exeggcute.json,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
#0103,Exeggutor,Grass,Psychic,28-53,Common,Any,8 - 15,Any,Any,Jungle,,,,,,,,Natural,Gen 1,Kanto Regional,Grass,0.2,Grounded,exeggutor-1,generation1/exeggutor.json,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
#0103,Exeggutor Alolan,Grass,Dragon,28-53,Uncommon,Any,8 - 15,Any,Any,"Beach, Tropical Island",Freezing,,,,,,,Natural,Gen 1,Kanto Regional,Grass,1,Grounded,exeggutor-alolan-2,generation1/exeggutor.json,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
#0295,Exploud,Normal,-----,40-49,Uncommon,Any,0 - 7,Any,Any,Deep Dark,,,,,,,,Natural,Gen 3,,"Monster, Field",0.1,Grounded,exploud-1,generation3/exploud.json,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
#0295,Exploud,Normal,-----,40-49,Common,Any,0 - 7,Any,Any,Overworld,Deep Dark,,,,,,,Natural,Gen 3,,"Monster, Field",0.02,Grounded,exploud-2,generation3/exploud.json,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
#0870,Falinks,Fighting,-----,22-47,Uncommon,Any,8 - 15,Any,Any,Badlands,,,,,,,,Natural,Gen 8,,"Fairy, Mineral",2,Grounded,falinks-1,generation8/falinks.json,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
#0870,Falinks,Fighting,-----,22-47,Uncommon,Any,Any,Any,Any,Nether,,,,,,,,"Natural, Nether_Structures",Gen 8,,"Fairy, Mineral",100,Grounded,falinks-2,generation8/falinks.json,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
#0083,Farfetchd,Normal,Flying,13-38,Common,Any,8 - 15,Any,Any,Overworld,,,,,Medicinal Leek,,,"Natural, Treetop, Wild",Gen 1,Kanto Regional,"Flying, Field",10,Grounded,farfetchd-1,generation1/farfetchd.json,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
#0083,Farfetchd Galarian,Fighting,-----,13-38,Rare,Any,8 - 15,Any,Any,Forest,,,,,,,,"Natural, Wild",Gen 1,Kanto Regional,"Flying, Field",9,Grounded,farfetchd-galarian-2,generation1/farfetchd.json,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
#0022,Fearow,Normal,Flying,20-44,Common,Any,8 - 15,Day,Any,"Badlands, Savanna, Sky",,,,,,,,"Natural, Treetop",Gen 1,,Flying,1,Grounded,fearow-1,generation1/fearow.json,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
#0349,Feebas,Water,-----,5-30,Rare,MUST SEE,Any,Any,Any,,,,,,,,,"Freshwater, Underwater",Gen 3,,"Water_1, Dragon",5,Submerged,feebas-1,generation3/feebas.json,BCG x AllTheMons 1.2.0.zip,Cobblemon-fabric-1.5.2+1.20.1.jar
#0653,Fennekin,Fire,-----,5-31,Ultra-Rare,Any,8 - 15,Any,Any,Desert,,,,,,,,Natural,Gen 6,,Field,9,Grounded,fennekin-1,generation6/fennekin.json,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
#0160,Feraligatr,Water,-----,30-53,Ultra-Rare,Any,8 - 15,Any,Any,Swamp,,,,,,,,Natural,Gen 2,,"Monster, Water_1",0.1,Grounded,feraligatr-1,generation2/feraligatr.json,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
#0160,Feraligatr,Water,-----,30-53,Ultra-Rare,MUST SEE,Any,Any,Any,Swamp,,,,,,,,Underwater,Gen 2,,"Monster, Water_1",0.1,Submerged,feraligatr-2,generation2/feraligatr.json,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
#0597,Ferroseed,Grass,Steel,6-31,Common,Any,0 - 7,Any,Any,Lush,,,,,,,,Natural,Gen 5,,"Grass, Mineral",9,Grounded,ferroseed-1,generation5/ferroseed.json,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
#0598,Ferrothorn,Grass,Steel,40-49,Common,Any,0 - 7,Any,Any,Lush,,,,,,,,Natural,Gen 5,,"Grass, Mineral",1,Grounded,ferrothorn-1,generation5/ferrothorn.json,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
#0926,Fidough,Fairy,-----,6-31,Common,Any,8 - 15,Any,Any,Overworld,,,,,,,,"Natural, Urban",Gen 9,,"Field, Mineral",9,Grounded,fidough-1,generation9/fidough.json,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
#0926,Fidough,Fairy,-----,6-31,Common,Any,8 - 15,Any,Any,Overworld,,,,,,,,"Natural, Village",Gen 9,,"Field, Mineral",9,Grounded,fidough-2,generation9/fidough.json,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
#0963,Finizen,Water,-----,15-28,Uncommon,Any,Any,Any,Any,Lukewarm Ocean,,,,,,,,Underwater,Gen 9,,"Field, Water_2",5.8,Submerged,finizen-1,generation9/finizen.json,BCG x AllTheMons 1.2.0.zip,Cobblemon-fabric-1.5.2+1.20.1.jar
#0963,Finizen,Water,-----,15-28,Uncommon,Any,Any,Any,Any,Lukewarm Ocean,,,,,,,,Ocean_Ruins,Gen 9,,"Field, Water_2",5.8,Submerged,finizen-2,generation9/finizen.json,BCG x AllTheMons 1.2.0.zip,Cobblemon-fabric-1.5.2+1.20.1.jar
#0180,Flaaffy,Electric,-----,15-37,Common,Any,8 - 15,Any,Any,"Highlands, Plains",,,,,,,,Natural,Gen 2,,"Monster, Field",0.9,Grounded,flaaffy-1,generation2/flaaffy.json,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
#0669,Flabebe (Blue),Fairy,-----,5-30,Common,Any,8 - 15,Any,Any,Overworld,,,,,,,,"Natural, Blue_Flowers",Gen 6,,Fairy,9,Grounded,flabebe-blue-4,generation6/flabebe.json,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
#0669,Flabebe (Blue),Fairy,-----,5-30,Common,Any,Any,Any,Any,Floral Meadow,,,Sempiternal Sanctums,,,,,,Gen 6,,Fairy,9,Grounded,flabebe-blue-7,generation6/flabebe.json,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
#0669,Flabebe (Orange),Fairy,-----,5-30,Common,Any,8 - 15,Any,Any,Overworld,,,,,,,,"Natural, Orange_Flowers",Gen 6,,Fairy,9,Grounded,flabebe-orange-3,generation6/flabebe.json,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
#0669,Flabebe (Orange),Fairy,-----,5-30,Common,Any,Any,Any,Any,Floral Meadow,,,Sempiternal Sanctums,,,,,,Gen 6,,Fairy,9,Grounded,flabebe-orange-7,generation6/flabebe.json,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
#0669,Flabebe (Pink),Fairy,-----,5-30,Common,Any,8 - 15,Any,Any,Overworld,,,,,,,,"Natural, Pink_Flowers",Gen 6,,Fairy,9,Grounded,flabebe-pink-6,generation6/flabebe.json,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
#0669,Flabebe (Pink),Fairy,-----,5-30,Common,Any,Any,Any,Any,Floral Meadow,,,Sempiternal Sanctums,,,,,,Gen 6,,Fairy,9,Grounded,flabebe-pink-7,generation6/flabebe.json,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
#0669,Flabebe (Red),Fairy,-----,5-30,Common,Any,8 - 15,Any,Any,Overworld,,,,,,,,"Natural, Red_Flowers",Gen 6,,Fairy,9,Grounded,flabebe-red-1,generation6/flabebe.json,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
#0669,Flabebe (Red),Fairy,-----,5-30,Common,Any,Any,Any,Any,Floral Meadow,,,Sempiternal Sanctums,,,,,,Gen 6,,Fairy,9,Grounded,flabebe-red-7,generation6/flabebe.json,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
#0669,Flabebe (White),Fairy,-----,5-30,Common,Any,8 - 15,Any,Any,Overworld,,,,,,,,"Natural, White_Flowers",Gen 6,,Fairy,9,Grounded,flabebe-white-5,generation6/flabebe.json,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
#0669,Flabebe (White),Fairy,-----,5-30,Common,Any,Any,Any,Any,Floral Meadow,,,Sempiternal Sanctums,,,,,,Gen 6,,Fairy,9,Grounded,flabebe-white-7,generation6/flabebe.json,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
#0669,Flabebe (Yellow),Fairy,-----,5-30,Common,Any,8 - 15,Any,Any,Overworld,,,,,,,,"Natural, Yellow_Flowers",Gen 6,,Fairy,9,Grounded,flabebe-yellow-2,generation6/flabebe.json,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
#0669,Flabebe (Yellow),Fairy,-----,5-30,Common,Any,Any,Any,Any,Floral Meadow,,,Sempiternal Sanctums,,,,,,Gen 6,,Fairy,9,Grounded,flabebe-yellow-7,generation6/flabebe.json,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
#0136,Flareon,Fire,-----,28-53,Ultra-Rare,Any,8 - 15,Any,Any,Sandy,,,,,,,,Natural,Gen 1,,Field,1,Grounded,flareon-1,generation1/flareon.json,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
#0136,Flareon,Fire,-----,28-53,Uncommon,Any,8 - 15,Any,Any,Overworld,,,,,,,,"Natural, Urban",Gen 1,,Field,0.025,Grounded,flareon-2,generation1/flareon.json,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
#0136,Flareon,Fire,-----,28-53,Uncommon,Any,8 - 15,Any,Any,Overworld,,,,,,,,"Natural, Village",Gen 1,,Field,0.025,Grounded,flareon-3,generation1/flareon.json,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
#0136,Flareon,Fire,-----,28-53,Uncommon,CANNOT SEE,Any,Any,Any,Overworld,,,,,,,,Mansion,Gen 1,,Field,0.125,Grounded,flareon-4,generation1/flareon.json,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
#0662,Fletchinder,Fire,Flying,17-38,Common,Any,8 - 15,Day,Any,"Forest, Sky, Taiga",,,,,,,,"Natural, Treetop",Gen 6,,Flying,0.54,Grounded,fletchinder-1,generation6/fletchinder.json,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
#0662,Fletchinder,Fire,Flying,17-38,Common,Any,Any,Any,Any,"Nether: Forest, Nether: Fungus",Nether: Warped,,,,,,,"Natural, Treetop",Gen 6,,Flying,0.54,Grounded,fletchinder-3,generation6/fletchinder.json,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
#0661,Fletchling,Normal,Flying,3-28,Common,Any,8 - 15,Day,Any,"Forest, Sky, Taiga",,,,,,,,"Natural, Treetop",Gen 6,,Flying,5.4,Grounded,fletchling-1,generation6/fletchling.json,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
#0661,Fletchling,Normal,Flying,3-28,Common,Any,Any,Any,Any,"Nether: Forest, Nether: Fungus",Nether: Warped,,,,,,,"Natural, Treetop",Gen 6,,Flying,5.4,Grounded,fletchling-3,generation6/fletchling.json,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
#0955,Flittle,Psychic,-----,1-26,Uncommon,Any,8 - 15,Any,Any,Arid,,,,,,,,"Natural, Wild",Gen 9,,Flying,5.4,Grounded,flittle-1,generation9/flittle.json,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
#0419,Floatzel,Water,-----,26-50,Common,Any,8 - 15,Any,Any,Freshwater,,,,,,,,"Natural, Freshwater",Gen 4,,"Water_1, Field",0.2,Grounded,floatzel-1,generation4/floatzel.json,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
#0419,Floatzel,Water,-----,26-50,Common,MUST SEE,Any,Any,Any,Freshwater,,,,,,,,"Underwater, Freshwater",Gen 4,,"Water_1, Field",0.2,Submerged,floatzel-2,generation4/floatzel.json,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
#0419,Floatzel,Water,-----,26-50,Uncommon,Any,8 - 15,Any,Any,Freshwater,,,,,,,,"Water_Surface, Freshwater",Gen 4,,"Water_1, Field",0.2,Surface,floatzel-3,generation4/floatzel.json,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
#0670,Floette (Blue),Fairy,-----,19-37,Common,Any,8 - 15,Any,Any,Overworld,,,,,,,,"Natural, Blue_Flowers",Gen 6,,Fairy,0.9,Grounded,floette-blue-4,generation6/floette.json,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
#0670,Floette (Blue),Fairy,-----,19-37,Common,Any,Any,Any,Any,Floral Meadow,,,Sempiternal Sanctums,,,,,,Gen 6,,Fairy,0.9,Grounded,floette-blue-7,generation6/floette.json,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
#0670,Floette (Orange),Fairy,-----,19-37,Common,Any,8 - 15,Any,Any,Overworld,,,,,,,,"Natural, Orange_Flowers",Gen 6,,Fairy,0.9,Grounded,floette-orange-3,generation6/floette.json,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
#0670,Floette (Orange),Fairy,-----,19-37,Common,Any,Any,Any,Any,Floral Meadow,,,Sempiternal Sanctums,,,,,,Gen 6,,Fairy,0.9,Grounded,floette-orange-7,generation6/floette.json,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
#0670,Floette (Pink),Fairy,-----,19-37,Common,Any,8 - 15,Any,Any,Overworld,,,,,,,,"Natural, Pink_Flowers",Gen 6,,Fairy,0.9,Grounded,floette-pink-6,generation6/floette.json,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
#0670,Floette (Pink),Fairy,-----,19-37,Common,Any,Any,Any,Any,Floral Meadow,,,Sempiternal Sanctums,,,,,,Gen 6,,Fairy,0.9,Grounded,floette-pink-7,generation6/floette.json,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
#0670,Floette (Red),Fairy,-----,19-37,Common,Any,8 - 15,Any,Any,Overworld,,,,,,,,"Natural, Red_Flowers",Gen 6,,Fairy,0.9,Grounded,floette-red-1,generation6/floette.json,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
#0670,Floette (Red),Fairy,-----,19-37,Common,Any,Any,Any,Any,Floral Meadow,,,Sempiternal Sanctums,,,,,,Gen 6,,Fairy,0.9,Grounded,floette-red-7,generation6/floette.json,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
#0670,Floette (White),Fairy,-----,19-37,Common,Any,8 - 15,Any,Any,Overworld,,,,,,,,"Natural, White_Flowers",Gen 6,,Fairy,0.9,Grounded,floette-white-5,generation6/floette.json,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
#0670,Floette (White),Fairy,-----,19-37,Common,Any,Any,Any,Any,Floral Meadow,,,Sempiternal Sanctums,,,,,,Gen 6,,Fairy,0.9,Grounded,floette-white-7,generation6/floette.json,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
#0670,Floette (Yellow),Fairy,-----,19-37,Common,Any,8 - 15,Any,Any,Overworld,,,,,,,,"Natural, Yellow_Flowers",Gen 6,,Fairy,0.9,Grounded,floette-yellow-2,generation6/floette.json,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
#0670,Floette (Yellow),Fairy,-----,19-37,Common,Any,Any,Any,Any,Floral Meadow,,,Sempiternal Sanctums,,,,,,Gen 6,,Fairy,0.9,Grounded,floette-yellow-7,generation6/floette.json,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
#0907,Floragato,Grass,-----,16-41,Ultra-Rare,Any,8 - 15,Any,Any,"Floral, Magical",,,,,,,,Natural,Gen 9,,"Field, Grass",0.9,Grounded,floragato-1,generation9/floragato.json,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
#0907,Floragato,Grass,-----,16-41,Ultra-Rare,Any,Any,Any,Any,Nether: Warped,Nether: Desert,,,,,,,Natural,Gen 9,,"Field, Grass",0.9,Grounded,floragato-2,generation9/floragato.json,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
#0671,Florges (Blue),Fairy,-----,32-55,Common,Any,8 - 15,Any,Any,Overworld,,,,,,,,"Natural, Blue_Flowers",Gen 6,,Fairy,0.1,Grounded,florges-blue-4,generation6/florges.json,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
#0671,Florges (Blue),Fairy,-----,32-55,Common,Any,Any,Any,Any,Floral Meadow,,,Sempiternal Sanctums,,,,,,Gen 6,,Fairy,0.1,Grounded,florges-blue-7,generation6/florges.json,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
#0671,Florges (Orange),Fairy,-----,32-55,Common,Any,8 - 15,Any,Any,Overworld,,,,,,,,"Natural, Orange_Flowers",Gen 6,,Fairy,0.1,Grounded,florges-orange-3,generation6/florges.json,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
#0671,Florges (Orange),Fairy,-----,32-55,Common,Any,Any,Any,Any,Floral Meadow,,,Sempiternal Sanctums,,,,,,Gen 6,,Fairy,0.1,Grounded,florges-orange-7,generation6/florges.json,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
#0671,Florges (Pink),Fairy,-----,32-55,Common,Any,8 - 15,Any,Any,Overworld,,,,,,,,"Natural, Pink_Flowers",Gen 6,,Fairy,0.1,Grounded,florges-pink-6,generation6/florges.json,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
#0671,Florges (Pink),Fairy,-----,32-55,Common,Any,Any,Any,Any,Floral Meadow,,,Sempiternal Sanctums,,,,,,Gen 6,,Fairy,0.1,Grounded,florges-pink-7,generation6/florges.json,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
#0671,Florges (Red),Fairy,-----,32-55,Common,Any,8 - 15,Any,Any,Overworld,,,,,,,,"Natural, Red_Flowers",Gen 6,,Fairy,0.1,Grounded,florges-red-1,generation6/florges.json,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
#0671,Florges (Red),Fairy,-----,32-55,Common,Any,Any,Any,Any,Floral Meadow,,,Sempiternal Sanctums,,,,,,Gen 6,,Fairy,0.1,Grounded,florges-red-7,generation6/florges.json,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
#0671,Florges (White),Fairy,-----,32-55,Common,Any,8 - 15,Any,Any,Overworld,,,,,,,,"Natural, White_Flowers",Gen 6,,Fairy,0.1,Grounded,florges-white-5,generation6/florges.json,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
#0671,Florges (White),Fairy,-----,32-55,Common,Any,Any,Any,Any,Floral Meadow,,,Sempiternal Sanctums,,,,,,Gen 6,,Fairy,0.1,Grounded,florges-white-7,generation6/florges.json,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
#0671,Florges (Yellow),Fairy,-----,32-55,Common,Any,8 - 15,Any,Any,Overworld,,,,,,,,"Natural, Yellow_Flowers",Gen 6,,Fairy,0.1,Grounded,florges-yellow-2,generation6/florges.json,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
#0671,Florges (Yellow),Fairy,-----,32-55,Common,Any,Any,Any,Any,Floral Meadow,,,Sempiternal Sanctums,,,,,,Gen 6,,Fairy,0.1,Grounded,florges-yellow-7,generation6/florges.json,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
#0987,Flutter Mane,Ghost,Fairy,50-70,Ultra-Rare,Any,Any,Any,Any,Spooky,,,,,,,,Natural,Gen 9,Paradox,Undiscovered,3,Grounded,fluttermane-1,generation9/fluttermane.json,BCG x AllTheMons 1.2.0.zip,Cobblemon-fabric-1.5.2+1.20.1.jar
#0987,Flutter Mane,Ghost,Fairy,50-70,Ultra-Rare,Any,Any,Any,Any,Swamp,,,,,,,,Illager_Structures,Gen 9,Paradox,Undiscovered,3,Grounded,fluttermane-2,generation9/fluttermane.json,BCG x AllTheMons 1.2.0.zip,Cobblemon-fabric-1.5.2+1.20.1.jar
#0330,Flygon,Ground,Dragon,45-52,Rare,Any,8 - 15,Any,Rain,Desert,,,,,,,,"Natural, Wild",Gen 3,,"Bug, Dragon",0.1,Grounded,flygon-1,generation3/flygon.json,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
#0753,Fomantis,Grass,-----,1-25,Common,Any,8 - 15,Any,Any,Floral,,,,,,,,"Natural, Wild",Gen 7,,Grass,9,Grounded,fomantis-1,generation7/fomantis.json,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
#0753,Fomantis,Grass,-----,1-25,Common,Any,8 - 15,Any,Any,"Jungle, Tropical Island",,,,,,,,"Natural, Wild",Gen 7,,Grass,5.4,Grounded,fomantis-2,generation7/fomantis.json,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
#0753,Fomantis,Grass,-----,1-25,Common,Any,Any,Any,Any,Floral Meadow,,,Sempiternal Sanctums,,,,,,Gen 7,,Grass,9,Grounded,fomantis-3,generation7/fomantis.json,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
#0590,Foongus,Grass,Poison,15-20,Common,MUST SEE,Any,Any,Any,Mushroom,,,,,,,,,Gen 5,,Grass,4.8,Grounded,foongus-1,generation5/foongus.json,BCG x AllTheMons 1.2.0.zip,Cobblemon-fabric-1.5.2+1.20.1.jar
#0590,Foongus,Grass,Poison,15-20,Common,Any,Any,Any,Any,Toxic Heap,,,,,,,,,Gen 5,,Grass,4.8,Grounded,foongus-2,generation5/foongus.json,BCG x AllTheMons 1.2.0.zip,Cobblemon-fabric-1.5.2+1.20.1.jar
#0205,Forretress,Bug,Steel,31-47,Common,Any,8 - 15,Any,Any,Taiga,,,,,,,,Natural,Gen 2,,Bug,1,Grounded,forretress-1,generation2/forretress.json,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
#0205,Forretress Shulker,Bug,Steel,31-47,Uncommon,Any,Any,Any,Any,End,,,,,,,,"Natural, End_City",Gen 2,,Bug,2,Grounded,forretress-shulker-2,generation2/forretress.json,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
#0611,Fraxure,Dragon,-----,20-31,Rare,MUST SEE,Any,Any,Any,"Mountain, Highlands",,,,,,,,,Gen 5,,"Monster, Dragon",2,Grounded,fraxure-1,generation5/fraxure.json,BCG x AllTheMons 1.2.0.zip,Cobblemon-fabric-1.5.2+1.20.1.jar
#0996,Frigibax,Dragon,Ice,28-37,Rare,MUST SEE,Any,Any,Any,Glacial,,,,,,,,Natural,Gen 9,,"Dragon, Mineral",5,Grounded,frigibax-1,generation9/frigibax.json,BCG x AllTheMons 1.2.0.zip,Cobblemon-fabric-1.5.2+1.20.1.jar
